timestamp,accel_x,accel_y,accel_z,accel_mag,gyro_x,gyro_y,gyro_z,gyro_mag,speed_mps,speed_kmph,latitude,longitude,accel_spike,gyro_peak,is_detecting,label,source_file
2026-02-28T09:04:33.143877,1.029,3.62595,9.094951,9.845023,0.021862,0.0341,-0.004812,0.040791,0.086757,0.312325,23.0831933,72.6499149,0.02754,0.040791,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:34.135198,1.10805,3.61005,9.207001,9.951337,0.011275,0.027638,-0.005912,0.030429,0.086757,0.312325,23.0831933,72.6499149,0.0,0.030429,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:35.139925,1.04595,3.693,9.13095,9.904873,0.0847,0.0,0.010038,0.085293,0.086757,0.312325,23.0831933,72.6499149,0.073367,0.085293,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:36.153668,1.146,3.636,9.375,10.120496,0.096387,0.18205,0.06435,0.215809,0.086757,0.312325,23.0831933,72.6499149,0.0,0.215809,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:37.132281,2.60205,4.25205,8.314051,9.694021,0.238975,0.027638,0.045238,0.244784,0.086757,0.312325,23.0831933,72.6499149,0.084976,0.244784,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:38.132405,1.11705,4.99905,8.938951,10.302579,-0.170775,-0.169262,-0.124025,0.270548,0.086757,0.312325,23.0831933,72.6499149,0.053196,0.270548,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:39.133521,1.13205,3.89205,8.38605,9.31426,-0.360112,0.168025,0.102575,0.410408,0.086757,0.312325,23.0831933,72.6499149,0.0,0.410408,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:40.144273,-1.26195,-1.37595,7.789051,8.009686,-1.818437,3.1757,-2.7588,4.582877,0.086757,0.312325,23.0831933,72.6499149,0.851465,4.582877,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:41.132591,-6.807,-7.323,4.94895,11.155882,-0.605275,-1.06645,-1.334025,1.811987,0.086757,0.312325,23.0831933,72.6499149,0.082325,1.811987,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:42.139406,-0.98205,-5.11005,8.521951,9.985023,-0.040838,0.0803,-0.060225,0.108364,0.086757,0.312325,23.0831933,72.6499149,0.0,0.108364,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:43.137762,-3.981,-1.79295,10.92,11.760503,0.06765,-0.234712,0.110963,0.268289,0.086757,0.312325,23.0831933,72.6499149,0.0,0.268289,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:44.132081,-2.93895,-1.31595,7.11405,7.808897,-0.245163,0.012238,-0.010175,0.245679,0.086757,0.312325,23.0831933,72.6499149,0.113759,0.245679,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:45.132216,-3.753,-2.68305,8.13195,9.349459,0.03575,-0.026125,0.02915,0.053012,0.086757,0.312325,23.0831933,72.6499149,0.0,0.053012,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:46.133360,-3.78405,-0.849,8.862,9.673411,0.0836,-0.035613,-0.014438,0.092009,0.086757,0.312325,23.0831933,72.6499149,0.0,0.092009,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:47.132567,-3.954,-1.53105,8.800051,9.768271,0.078237,-0.035613,-0.022962,0.088975,0.086757,0.312325,23.0831933,72.6499149,0.0,0.088975,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:48.132812,-3.411,-1.71105,9.571051,10.303768,-0.040975,0.090062,0.09625,0.138037,0.086757,0.312325,23.0831933,72.6499149,0.0,0.138037,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:49.133693,-2.61795,0.003,6.625051,7.12355,0.147125,0.163625,-0.000687,0.220044,0.086757,0.312325,23.0831933,72.6499149,0.0,0.220044,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:50.133045,-3.67905,-1.06695,9.543,10.283124,0.000275,-0.182187,0.001512,0.182194,0.086757,0.312325,23.0831933,72.6499149,0.0,0.182194,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:51.133976,-4.062,-0.97605,8.316,9.306362,-0.078512,0.004125,0.060087,0.098953,0.086757,0.312325,23.0831933,72.6499149,1.499011,0.098953,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:52.132583,-3.147,-2.98995,7.31805,8.508659,-0.029562,0.04675,-0.073975,0.092368,0.086757,0.312325,23.0831933,72.6499149,0.0,0.092368,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:53.132916,-4.28205,-1.8,9.732,10.783681,0.086488,-0.069163,0.046338,0.120045,0.086757,0.312325,23.0831933,72.6499149,0.0,0.120045,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:54.132646,-3.94695,-1.812,9.14295,10.12202,0.009762,0.029838,0.0187,0.036541,0.086757,0.312325,23.0831933,72.6499149,0.0,0.036541,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:55.133278,-3.13305,-1.36905,8.199,8.88335,0.081538,0.04895,-0.03245,0.100486,0.086757,0.312325,23.0831933,72.6499149,0.0,0.100486,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:56.132567,-3.67905,0.015,8.89605,9.626804,0.0176,-0.137225,0.027225,0.141002,0.086757,0.312325,23.0831933,72.6499149,0.0,0.141002,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:57.132915,-3.84405,-0.53295,8.52495,9.366725,0.005912,-0.0396,0.0891,0.097683,0.086757,0.312325,23.0831933,72.6499149,0.0,0.097683,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:58.132407,-3.993,-0.681,8.84595,9.729267,0.00275,0.124437,0.055138,0.136134,0.086757,0.312325,23.0831933,72.6499149,0.0,0.136134,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:04:59.134707,-3.78705,-1.02405,8.604,9.456175,0.038913,0.12815,0.0594,0.146509,0.086757,0.312325,23.0831933,72.6499149,0.0,0.146509,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:00.132813,-4.28205,-1.64595,9.00405,10.105346,-0.050462,-0.012238,0.0616,0.080565,0.086757,0.312325,23.0831933,72.6499149,0.0,0.080565,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:01.133201,-4.00905,0.00795,9.17595,10.013521,-0.09625,-0.004675,0.016912,0.097836,0.086757,0.312325,23.0831933,72.6499149,0.0,0.097836,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:02.132837,-2.649,0.16095,6.573,7.088543,-0.2761,0.117837,0.086213,0.312329,0.086757,0.312325,23.0831933,72.6499149,1.406079,0.312329,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:03.133093,-4.359,-1.96305,10.033951,11.114613,-0.0143,0.028462,-0.013888,0.034749,0.086757,0.312325,23.0831933,72.6499149,0.0,0.034749,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:04.133564,-3.80595,-1.359,8.641951,9.540202,-0.057887,-0.0418,0.04895,0.08657,0.086757,0.312325,23.0831933,72.6499149,0.0,0.08657,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:05.132040,-4.431,-1.002,9.118951,10.187887,-0.039875,-0.02475,-0.020212,0.051099,0.086757,0.312325,23.0831933,72.6499149,0.0,0.051099,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:06.132271,-4.79295,-1.67505,11.439,12.515146,-0.017738,-0.084975,-0.041525,0.096227,0.086757,0.312325,23.0831933,72.6499149,0.0,0.096227,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:07.132626,-2.93895,-0.68595,7.75095,8.317763,-0.000137,0.131588,0.043587,0.138619,0.086757,0.312325,23.0831933,72.6499149,0.0,0.138619,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:08.132918,-4.22205,-2.29305,10.14105,11.221617,0.031762,-0.191813,0.057475,0.202742,0.086757,0.312325,23.0831933,72.6499149,0.0,0.202742,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:09.134787,-3.339,1.473,7.70595,8.526448,0.20845,-0.414288,-0.127737,0.481043,0.086757,0.312325,23.0831933,72.6499149,0.0,0.481043,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:10.133960,-4.19895,-1.72305,9.96195,10.94717,-0.07095,-0.071088,0.05115,0.112711,0.086757,0.312325,23.0831933,72.6499149,0.0,0.112711,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:11.134324,-3.50895,-0.267,8.344951,9.056612,-0.101888,0.3003,-0.009488,0.317256,0.086757,0.312325,23.0831933,72.6499149,0.328885,0.317256,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:12.132974,-3.6,-0.49005,7.842,8.64275,-0.034787,-0.015675,-0.043587,0.057929,0.086757,0.312325,23.0831933,72.6499149,0.0,0.057929,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:13.132786,-3.39405,-0.10395,7.188,7.9497,-0.164725,0.281325,-0.007287,0.326085,0.086757,0.312325,23.0831933,72.6499149,0.0,0.326085,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:14.133820,-4.491,-1.67295,9.21195,10.38402,-0.016775,-0.109175,0.031075,0.114744,0.086757,0.312325,23.0831933,72.6499149,0.0,0.114744,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:15.133652,-4.60995,-0.24795,10.23,11.223459,-0.04015,-0.222062,0.009762,0.225874,0.086757,0.312325,23.0831933,72.6499149,0.0,0.225874,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:16.132555,-3.942,-3.309,9.53295,10.833559,0.035338,-0.062425,0.02145,0.074871,0.086757,0.312325,23.0831933,72.6499149,1.662847,0.074871,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:17.132479,-4.28505,-1.80405,9.415951,10.501256,0.076862,-0.074112,-0.01155,0.107396,0.086757,0.312325,23.0831933,72.6499149,0.0,0.107396,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:18.131942,-4.29195,-3.069,9.27,10.66642,-0.067787,-0.084837,0.100237,0.147784,0.086757,0.312325,23.0831933,72.6499149,0.0,0.147784,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:19.132815,-3.813,-2.06805,9.672001,10.600161,0.087587,0.081125,-0.0946,0.152322,0.086757,0.312325,23.0831933,72.6499149,0.0,0.152322,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:20.132205,-6.876,1.34205,15.442051,16.956928,-0.093363,0.0748,-0.261663,0.287713,0.086757,0.312325,23.0831933,72.6499149,0.0,0.287713,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:21.132447,-3.37695,-2.33595,8.07705,9.060861,-0.061462,0.102437,0.040562,0.12616,0.086757,0.312325,23.0831933,72.6499149,0.0,0.12616,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:22.133029,-4.39995,-1.35405,8.932051,10.048609,0.034375,-0.012512,0.010725,0.038121,0.086757,0.312325,23.0831933,72.6499149,0.0,0.038121,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:23.132591,-3.468,0.37905,7.701,8.454354,0.234437,0.0077,-0.082912,0.248786,0.086757,0.312325,23.0831933,72.6499149,0.0,0.248786,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:24.134606,-2.55795,-0.25695,9.243,9.593862,0.12155,0.053487,-0.330825,0.356484,0.086757,0.312325,23.0831933,72.6499149,0.0,0.356484,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:25.132506,-2.51205,-0.21405,6.063,6.566292,0.026812,-0.0198,0.138462,0.142418,0.086757,0.312325,23.0831933,72.6499149,0.0,0.142418,True,0,pothole_sensors_20260228_090421.txt
2026-02-28T09:05:26.132302,-4.17,-1.99095,10.719001,11.672607,0.125813,-0.047438,0.0396,0.140169,0.086757,0.312325,23.0831933,72.6499149,2.562672,0.140169,True,0,pothole_sensors_20260228_090421.txt
